Timestamp,06.005.BLK01.PAD04.INV01 - INV01 - Inverter04.AC_POWER (kW)
09/02/2018 05:15:00,
09/02/2018 05:20:00,
09/02/2018 05:25:00,
09/02/2018 05:30:00,
09/02/2018 05:35:00,
09/02/2018 05:40:00,
09/02/2018 05:45:00,
09/02/2018 05:50:00,
09/02/2018 05:55:00,
09/02/2018 06:00:00,
09/02/2018 06:05:00,
09/02/2018 06:10:00,
09/02/2018 06:15:00,
09/02/2018 06:20:00,
09/02/2018 06:25:00,
09/02/2018 06:30:00,
09/02/2018 06:35:00,
09/02/2018 06:40:00,
09/02/2018 06:45:00,
09/02/2018 06:50:00,
09/02/2018 06:55:00,
09/02/2018 07:00:00,
09/02/2018 07:05:00,
09/02/2018 07:10:00,
09/02/2018 07:15:00,
09/02/2018 07:20:00,
09/02/2018 07:25:00,
09/02/2018 07:30:00,11.08440298
09/02/2018 07:35:00,26.28206482
09/02/2018 07:40:00,21.61090478
09/02/2018 07:45:00,22.01249847
09/02/2018 07:50:00,22.79750645
09/02/2018 07:55:00,40.34541266
09/02/2018 08:00:00,54.26188446
09/02/2018 08:05:00,76.34856511
09/02/2018 08:10:00,99.90849763
09/02/2018 08:15:00,124.132877
09/02/2018 08:20:00,138.898395
09/02/2018 08:25:00,144.1679806
09/02/2018 08:30:00,141.1419677
09/02/2018 08:35:00,142.4756131
09/02/2018 08:40:00,160.4087767
09/02/2018 08:45:00,190.2037334
09/02/2018 08:50:00,212.6754636
09/02/2018 08:55:00,263.5517797
09/02/2018 09:00:00,337.4261258
09/02/2018 09:05:00,432.3575595
09/02/2018 09:10:00,472.2701209
09/02/2018 09:15:00,586.9701135
09/02/2018 09:20:00,509.127017
09/02/2018 09:25:00,650.3834989
09/02/2018 09:30:00,521.9258425
09/02/2018 09:35:00,422.7639384
09/02/2018 09:40:00,587.6924198
09/02/2018 09:45:00,932.9012452
09/02/2018 09:50:00,1139.052046
09/02/2018 09:55:00,1292.386759
09/02/2018 10:00:00,608.5396633
09/02/2018 10:05:00,539.7258149
09/02/2018 10:10:00,615.1174554
09/02/2018 10:15:00,651.8762793
09/02/2018 10:20:00,653.0122667
09/02/2018 10:25:00,694.1279031
09/02/2018 10:30:00,737.3574321
09/02/2018 10:35:00,733.6504333
09/02/2018 10:40:00,835.7245242
09/02/2018 10:45:00,1181.573352
09/02/2018 10:50:00,1011.629345
09/02/2018 10:55:00,1147.099768
09/02/2018 11:00:00,1254.055958
09/02/2018 11:05:00,1479.667298
09/02/2018 11:10:00,1990.986043
09/02/2018 11:15:00,1994.443976
09/02/2018 11:20:00,1947.504186
09/02/2018 11:25:00,1709.722557
09/02/2018 11:30:00,1987.158368
09/02/2018 11:35:00,1949.91102
09/02/2018 11:40:00,1432.550614
09/02/2018 11:45:00,1036.48157
09/02/2018 11:50:00,1407.801238
09/02/2018 11:55:00,1025.541254
09/02/2018 12:00:00,1064.124496
09/02/2018 12:05:00,1179.410064
09/02/2018 12:10:00,1147.979283
09/02/2018 12:15:00,1096.0102
09/02/2018 12:20:00,1124.561299
09/02/2018 12:25:00,1144.702549
09/02/2018 12:30:00,1080.012156
09/02/2018 12:35:00,970.6395498
09/02/2018 12:40:00,989.5683466
09/02/2018 12:45:00,1051.696335
09/02/2018 12:50:00,1015.478013
09/02/2018 12:55:00,1040.394697
09/02/2018 13:00:00,1074.563658
09/02/2018 13:05:00,1069.061534
09/02/2018 13:10:00,1007.181129
09/02/2018 13:15:00,1009.134488
09/02/2018 13:20:00,981.2878375
09/02/2018 13:25:00,984.2380294
09/02/2018 13:30:00,1558.6329
09/02/2018 13:35:00,1970.498368
09/02/2018 13:40:00,1901.77201
09/02/2018 13:45:00,1766.755808
09/02/2018 13:50:00,1653.60372
09/02/2018 13:55:00,1856.79489
09/02/2018 14:00:00,1991.116068
09/02/2018 14:05:00,1682.076466
09/02/2018 14:10:00,1259.31464
09/02/2018 14:15:00,1131.503192
09/02/2018 14:20:00,1097.934623
09/02/2018 14:25:00,1031.993409
09/02/2018 14:30:00,909.5228844
09/02/2018 14:35:00,810.6855399
09/02/2018 14:40:00,823.0683208
09/02/2018 14:45:00,909.4142213
09/02/2018 14:50:00,944.362946
09/02/2018 14:55:00,1007.83633
09/02/2018 15:00:00,847.9884743
09/02/2018 15:05:00,756.3172019
09/02/2018 15:10:00,711.4359899
09/02/2018 15:15:00,672.4255912
