"PVWatts: Hourly PV Performance Data"
"Requested Location:","140 Gulf St Milford CT"
"Location:","Lat, Lon: 41.21, -73.06"
"Lat (deg N):","41.21"
"Long (deg W):","73.06"
"Elev (m):","24.272727966309"
"DC System Size (kW):","52.6"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","182"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.159"
"Capacity Factor (%)","14.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","10","22","0","0","19","1","0","19","0","0"
"7","10","23","0","0","18","2","0","18","0","0"
"7","11","0","0","0","17","2","0","17","0","0"
"7","11","1","0","0","17","2","0","17","0","0"
"7","11","2","0","0","16","2","0","16","0","0"
"7","11","3","0","0","16","2","0","16","0","0"
"7","11","4","0","0","16","1","0","16","0","0"
"7","11","5","256","51","18","1","46.16","17.159","1925.923","1621.616"
"7","11","6","668","60","20","1","224.494","25.277","8334.283","7891.484"
"7","11","7","399","184","22","0","367.431","36.055","15208.098","14584.479"
"7","11","8","839","95","24","0","657.72","48.572","26040.105","25063.76"
"7","11","9","882","100","25","0","834.264","56.453","32021.842","30815.164"
"7","11","10","459","353","26","0","802.101","57.337","30731","29576.166"
"7","11","11","496","339","26","0","856.727","58.759","32574.822","31345.572"
"7","11","12","904","109","27","0","1019.195","64.531","37502.43","36062.512"
"7","11","13","871","118","27","0","945.01","63.215","35020.738","33689.063"
"7","11","14","840","114","28","0","816.632","60.149","30711.508","29557.447"
"7","11","15","788","106","27","0","639.948","53.392","24710.742","23782.15"
"7","11","16","259","205","26","0","322.69","41.411","13125.576","12560.267"
"7","11","17","339","109","25","0","188.79","33.408","7322.581","6903.576"
"7","11","18","197","49","24","0","44.695","25.417","1816.97","1514.767"
"7","11","19","0","0","22","1","0","22","0","0"
"7","11","20","0","0","20","1","0","20","0","0"
"7","11","21","0","0","19","2","0","19","0","0"
"7","11","22","0","0","19","1","0","19","0","0"
"7","11","23","0","0","19","1","0","19","0","0"
"7","12","0","0","0","19","1","0","19","0","0"
"7","12","1","0","0","19","1","0","19","0","0"
"7","12","2","0","0","19","1","0","19","0","0"
"7","12","3","0","0","19","1","0","19","0","0"
"7","12","4","0","0","19","1","0","19","0","0"
"7","12","5","147","54","21","1","48.033","20.328","2091.465","1783.947"
"7","12","6","145","133","22","1","159.38","25.243","6803.646","6396.565"
"7","12","7","245","212","24","1","319.725","32.835","13582.669","13004.823"
"7","12","8","29","258","25","1","269.167","33.033","11690.742","11163.822"
"7","12","9","98","375","26","1","449.888","39.235","18958.701","18222.338"
"7","12","10","622","276","26","1","878.925","52.126","34644.309","33328.676"
"7","12","11","656","271","26","2","948.687","51.25","37584.43","36140.863"
"7","12","12","670","261","26","2","953.486","51.556","37712.566","36263.281"
"7","12","13","622","274","26","2","879.447","49.787","35102.277","33767.117"
"7","12","14","603","247","26","2","761.055","46.699","30811.439","29653.41"
"7","12","15","563","212","25","2","594.245","41.253","24536.994","23614.551"
"7","12","16","278","209","24","2","335.564","33.165","14210.71","13615.399"
"7","12","17","268","117","23","2","177.811","27.183","7242.516","6825.363"
"7","12","18","128","54","22","2","48.579","22.151","2095.627","1788.027"
"7","12","19","0","0","21","2","0","21","0","0"
"7","12","20","0","0","20","2","0","20","0","0"
"7","12","21","0","0","20","2","0","20","0","0"
"7","12","22","0","0","20","2","0","20","0","0"
"7","12","23","0","0","20","2","0","20","0","0"
"7","13","0","0","0","20","2","0","20","0","0"
"7","13","1","0","0","20","2","0","20","0","0"
"7","13","2","0","0","20","2","0","20","0","0"
"7","13","3","0","0","20","2","0","20","0","0"
"7","13","4","0","0","20","2","0","20","0","0"
"7","13","5","280","55","21","2","49.152","20.529","2040.453","1733.926"
"7","13","6","511","95","22","2","215.92","26.242","8326.736","7884.118"
"7","13","7","650","120","23","2","424.122","33.279","17532.045","16839.738"
"7","13","8","729","138","24","2","628.702","40.14","26033.053","25056.963"
"7","13","9","775","152","25","2","801.849","46.02","32557.047","31328.527"
"7","13","10","853","128","25","2","936.128","49.78","37361.066","35927.43"
"7","13","11","390","404","25","2","809.822","47.089","32798.898","31560.441"
"7","13","12","848","139","26","2","994.055","52.149","39191.84","37675.742"
"7","13","13","826","140","26","2","925.311","51.004","36690.203","35286.191"
"7","13","14","784","139","25","2","800.042","46.82","32350.641","31130.566"
"7","13","15","718","134","25","2","622.312","42.07","25528.385","24570.568"
"7","13","16","616","123","24","2","416.254","35.335","17080.723","16402.055"
"7","13","17","453","100","23","2","209.114","28.278","8108.82","7671.387"
"7","13","18","191","55","22","1","50.901","22.554","2137.892","1829.469"
"7","13","19","0","0","21","1","0","21","0","0"
"7","13","20","0","0","21","1","0","21","0","0"
"7","13","21","0","0","21","1","0","21","0","0"
"7","13","22","0","0","21","1","0","21","0","0"
"7","13","23","0","0","21","1","0","21","0","0"
"7","14","0","0","0","21","1","0","21","0","0"
"7","14","1","0","0","21","1","0","21","0","0"
"7","14","2","0","0","21","2","0","21","0","0"
"7","14","3","0","0","21","2","0","21","0","0"
"7","14","4","0","0","21","3","0","21","0","0"
"7","14","5","0","6","21","2","5.673","19.336","263.216","0"
"7","14","6","0","31","21","1","29.385","19.743","1360.842","1067.355"
"7","14","7","0","103","23","1","97.885","24.188","4440.695","4085.502"
"7","14","8","0","149","24","1","142.07","26.988","6360.741","5963.687"
"7","14","9","16","268","24","1","270.914","31.252","11881.625","11349.683"
"7","14","10","113","434","25","1","545.91","41.07","22805.75","21943.41"
"7","14","11","25","354","26","1","377.442","38.292","15992.35","15345.978"
"7","14","12","208","465","26","1","683.418","46.422","27776.387","26735.789"
"7","14","13","114","431","26","1","545.449","43.744","22476.873","21625.713"
"7","14","14","265","366","25","1","593.426","43.58","24443.371","23524.232"
"7","14","15","195","300","25","1","427.028","38.972","17937.949","17233.254"
"7","14","16","144","214","24","1","275.105","32.707","11788.974","11259.472"
"7","14","17","521","80","23","0","208.442","31.706","7769.192","7339.773"
"7","14","18","271","48","22","0","45.419","23.619","1804.888","1502.918"
"7","14","19","0","0","22","1","0","22","0","0"
"7","14","20","0","0","21","1","0","21","0","0"
"7","14","21","0","0","20","1","0","20","0","0"
"7","14","22","0","0","20","1","0","20","0","0"
"7","14","23","0","0","19","1","0","19","0","0"
"7","15","0","0","0","19","2","0","19","0","0"
"7","15","1","0","0","19","1","0","19","0","0"
"7","15","2","0","0","19","1","0","19","0","0"
"7","15","3","0","0","18","1","0","18","0","0"
"7","15","4","0","0","19","1","0","19","0","0"
"7","15","5","356","45","20","0","41.725","18.197","1691.115","1391.332"
"7","15","6","593","76","22","0","216.784","28.864","8038.111","7602.354"
"7","15","7","723","95","25","0","433.22","41.239","17126.176","16446.141"
"7","15","8","799","108","27","0","643.697","51.371","25111.768","24168.9"
"7","15","9","845","118","28","0","820.768","58.771","31101.932","29932.32"
"7","15","10","853","135","28","0","942.971","63.141","34959.352","33630.301"
"7","15","11","866","138","29","0","1010.24","66.488","36752.855","35346.09"
"7","15","12","867","137","29","0","1011.298","66.82","36720.293","35314.961"
"7","15","13","856","132","29","0","945.804","65.017","34688.898","33371.367"
"7","15","14","827","127","29","0","823.552","61.27","30778.887","29622.15"
"7","15","15","777","117","28","1","644.131","49.006","25471.23","24515.473"
"7","15","16","709","98","27","1","435.171","41.387","17237.922","16554.52"
"7","15","17","575","78","26","1","219.928","33.066","8076.788","7640.114"
"7","15","18","329","44","24","1","43.997","24.448","1685.437","1385.762"
"7","15","19","0","0","23","1","0","23","0","0"
"7","15","20","0","0","22","1","0","22","0","0"
"7","15","21","0","0","21","1","0","21","0","0"
"7","15","22","0","0","21","1","0","21","0","0"
"7","15","23","0","0","20","1","0","20","0","0"
"7","16","0","0","0","20","1","0","20","0","0"
"7","16","1","0","0","19","0","0","19","0","0"
"7","16","2","0","0","19","0","0","19","0","0"
"7","16","3","0","0","18","1","0","18","0","0"
"7","16","4","0","0","18","1","0","18","0","0"
"7","16","5","380","43","20","1","39.748","19.017","1596.533","1298.561"
"7","16","6","622","72","22","0","219.372","28.954","8069.091","7632.6"
"7","16","7","762","86","25","0","441.735","41.547","17398.855","16710.588"
"7","16","8","834","97","27","0","653.835","51.733","25445.551","24490.717"
"7","16","9","878","104","28","0","833.454","59.192","31505.418","30319.621"
"7","16","10","468","347","29","0","804.884","60.185","30350.5","29210.725"
"7","16","11","496","345","29","0","863.586","61.732","32290.311","31072.701"
"7","16","12","918","110","30","0","1034.848","67.719","37377.754","35943.379"
"7","16","13","889","117","30","0","961.732","66.472","34975.535","33645.793"
"7","16","14","863","110","30","0","832.234","62.513","30881.207","29720.402"
"7","16","15","816","101","29","0","653.775","55.76","24915.248","23979.391"
"7","16","16","739","88","28","0","439.819","47.228","16874.645","16202.156"
"7","16","17","600","71","27","1","219.235","34.076","7941.359","7507.888"
"7","16","18","330","42","24","1","41.891","24.377","1598.154","1300.151"
"7","16","19","0","0","22","1","0","22","0","0"
"7","16","20","0","0","22","2","0","22","0","0"
"7","16","21","0","0","21","2","0","21","0","0"
"7","16","22","0","0","21","2","0","21","0","0"
"7","16","23","0","0","20","2","0","20","0","0"
"7","17","0","0","0","20","1","0","20","0","0"
"7","17","1","0","0","20","1","0","20","0","0"
"7","17","2","0","0","20","1","0","20","0","0"
"7","17","3","0","0","20","1","0","20","0","0"
"7","17","4","0","0","20","1","0","20","0","0"
"7","17","5","249","51","22","0","43.582","20.399","1862.999","1559.908"
"7","17","6","305","114","24","0","179.995","29.435","7151.096","6736.053"
"7","17","7","340","192","26","0","343.83","38.855","14067.547","13476.243"
"7","17","8","362","269","28","0","507.638","47.484","20343.42","19562.916"
"7","17","9","509","268","29","0","698.675","55.371","27004.146","25992.389"
"7","17","10","459","348","30","0","797.537","60.233","30065.443","28936.881"
"7","17","11","470","379","30","0","872.213","62.865","32403.084","31180.869"
"7","17","12","434","383","31","0","841.413","63.268","31186.939","30013.928"
"7","17","13","471","343","31","0","806.935","62.137","30094.023","28964.34"
"7","17","14","501","266","30","0","694.775","57.777","26503.307","25510.029"
"7","17","15","311","277","30","0","486.294","50.852","19166.193","18423.301"
"7","17","16","418","170","29","0","366.584","44.76","14497.486","13894.108"
"7","17","17","321","108","28","0","182.873","36.557","6999.026","6587.479"
"7","17","18","108","52","26","1","45.904","26.392","1966.601","1661.507"
"7","17","19","0","0","25","1","0","25","0","0"
"7","17","20","0","0","23","2","0","23","0","0"
"7","17","21","0","0","23","2","0","23","0","0"
"7","17","22","0","0","22","2","0","22","0","0"
"7","17","23","0","0","22","2","0","22","0","0"
"7","18","0","0","0","21","2","0","21","0","0"
"7","18","1","0","0","21","2","0","21","0","0"
"7","18","2","0","0","21","1","0","21","0","0"
"7","18","3","0","0","21","1","0","21","0","0"
"7","18","4","0","0","21","1","0","21","0","0"
"7","18","5","155","49","22","1","42.5","21.185","1871.378","1568.126"
"7","18","6","382","116","24","0","200.05","30.25","7800.555","7370.399"
"7","18","7","296","199","27","0","329.954","39.508","13494.84","12919.415"
"7","18","8","507","216","29","0","555.358","49.906","21918.76","21086.395"
"7","18","9","275","365","30","0","597.537","53.498","23352.682","22471.582"
"7","18","10","427","359","30","1","778.638","53.759","30423.658","29280.996"
"7","18","11","351","398","31","1","765.567","55.029","29715.369","28600.5"
"7","18","12","456","380","31","1","860.593","57.533","32946.039","31701.516"
"7","18","13","640","253","31","1","876.763","58.303","33409.602","32145.871"
"7","18","14","481","286","32","1","698.442","54.529","27126.619","26110.314"
"7","18","15","423","254","31","1","542.697","48.587","21613.326","20791.152"
"7","18","16","371","196","30","1","366.901","41.935","14782.685","14171.227"
"7","18","17","333","106","29","1","183.866","34.685","7075.23","6661.932"
"7","18","18","34","49","27","2","44.588","27.209","1965.64","1660.565"
"7","18","19","0","0","25","2","0","25","0","0"
"7","18","20","0","0","24","2","0","24","0","0"
"7","18","21","0","0","24","2","0","24","0","0"
"7","18","22","0","0","23","1","0","23","0","0"
"7","18","23","0","0","23","1","0","23","0","0"
"7","19","0","0","0","23","1","0","23","0","0"
"7","19","1","0","0","23","1","0","23","0","0"
"7","19","2","0","0","23","2","0","23","0","0"
"7","19","3","0","0","23","2","0","23","0","0"
"7","19","4","0","0","23","2","0","23","0","0"
"7","19","5","34","51","23","2","45.792","22.498","2077.518","1770.271"
"7","19","6","296","114","25","2","177.146","28.252","7086.25","6672.699"
"7","19","7","286","233","27","1","357.463","37.075","14845.414","14232.171"
"7","19","8","480","227","28","1","548.155","44.439","22273.172","21428.896"
"7","19","9","240","371","29","1","574.875","46.949","23268.604","22390.404"
"7","19","10","465","346","30","1","801.362","54.292","31220.35","30046"
"7","19","11","436","383","31","2","842.703","53.293","33020.148","31772.566"
"7","19","12","438","382","31","2","844.859","53.456","33075.375","31825.51"
"7","19","13","86","417","31","2","497.556","44.984","20372.59","19591.143"
"7","19","14","57","344","30","2","387.192","40.197","16241.439","15587.75"
"7","19","15","334","271","30","3","495.825","41.17","20545.627","19758.564"
"7","19","16","277","197","29","3","323.677","36.477","13470.667","12895.906"
"7","19","17","192","120","27","3","161.008","30.24","6592.381","6190.1"
"7","19","18","39","49","26","2","44.569","26.101","1972.235","1667.032"
"7","19","19","0","0","24","2","0","24","0","0"
"7","19","20","0","0","24","2","0","24","0","0"
"7","19","21","0","0","23","2","0","23","0","0"
"7","19","22","0","0","23","2","0","23","0","0"
"7","19","23","0","0","23","2","0","23","0","0"
"7","20","0","0","0","23","2","0","23","0","0"
"7","20","1","0","0","22","2","0","22","0","0"
"7","20","2","0","0","22","2","0","22","0","0"
"7","20","3","0","0","22","2","0","22","0","0"
"7","20","4","0","0","22","2","0","22","0","0"
"7","20","5","60","52","22","1","45.027","21.269","2045.182","1738.564"
"7","20","6","43","121","24","1","123.027","26.113","5413.769","5037.686"
"7","20","7","332","222","25","1","368.02","35.145","15377.101","14748.615"
"7","20","8","275","288","27","1","468.717","41.198","19432.014","18680.715"
"7","20","9","533","278","28","1","728.24","49.964","28980.037","27893.646"
"7","20","10","593","282","29","1","857.933","55.433","33214.262","31958.643"
"7","20","11","631","276","30","2","929.896","54.568","36184.602","34802.703"
"7","20","12","642","269","30","2","935.201","54.887","36327.816","34939.676"
"7","20","13","571","298","30","2","855.982","53.009","33580.836","32309.971"
"7","20","14","537","276","29","3","735","46.618","29774.787","28657.6"
"7","20","15","477","245","29","3","569.951","42.651","23394.621","22512.076"
"7","20","16","374","205","28","3","376.851","36.872","15583.526","14949.07"
"7","20","17","235","141","27","3","190.804","31.071","7760.701","7331.481"
"7","20","18","71","50","25","3","44.553","25.094","1957.49","1652.572"
"7","20","19","0","0","24","3","0","24","0","0"
"7","20","20","0","0","24","4","0","24","0","0"
"7","20","21","0","0","23","3","0","23","0","0"
"7","20","22","0","0","23","3","0","23","0","0"
"7","20","23","0","0","23","3","0","23","0","0"
"7","21","0","0","0","23","3","0","23","0","0"
"7","21","1","0","0","22","2","0","22","0","0"
"7","21","2","0","0","22","2","0","22","0","0"
"7","21","3","0","0","22","2","0","22","0","0"
"7","21","4","0","0","22","2","0","22","0","0"
"7","21","5","71","53","22","1","45.639","21.289","2098.6","1790.942"
"7","21","6","231","145","24","1","188.958","28.221","7785.977","7356.164"
"7","21","7","369","209","25","1","372.432","35.575","15480.725","14849.246"
"7","21","8","471","251","26","1","565.32","43.035","23147.549","22273.512"
"7","21","9","555","267","27","1","735.255","49.571","29317.885","28218.457"
"7","21","10","672","231","28","1","881.063","55.135","34163.984","32868.672"
"7","21","11","223","460","28","1","693.824","50.596","27584.053","26550.678"
"7","21","12","499","320","28","1","843.117","53.961","32916.668","31673.359"
"7","21","13","449","348","29","1","792.085","54.081","30895.49","29734.117"
"7","21","14","665","204","29","1","770.819","53.316","30119.191","28988.518"
"7","21","15","632","173","29","1","604.219","48.651","23979.705","23076.84"
"7","21","16","552","143","29","0","402.715","46.684","15645.22","15008.973"
"7","21","17","423","103","28","0","202.745","37.559","7545.798","7121.605"
"7","21","18","189","49","26","1","44.406","26.443","1854.886","1551.952"
"7","21","19","0","0","25","1","0","25","0","0"
"7","21","20","0","0","24","0","0","24","0","0"
"7","21","21","0","0","23","0","0","23","0","0"
"7","21","22","0","0","23","0","0","23","0","0"
"7","21","23","0","0","22","0","0","22","0","0"
"7","22","0","0","0","22","0","0","22","0","0"
"7","22","1","0","0","21","0","0","21","0","0"
"7","22","2","0","0","21","0","0","21","0","0"
"7","22","3","0","0","21","1","0","21","0","0"
"7","22","4","0","0","21","1","0","21","0","0"
"7","22","5","158","53","21","1","44.279","20.206","2046.225","1739.586"
"7","22","6","4","108","23","1","102.259","24.406","4623.343","4264.28"
"7","22","7","152","212","24","1","273.778","31.153","11797.991","11268.252"
"7","22","8","36","261","25","1","277.173","33.066","12032.642","11496.706"
"7","22","9","0","130","26","1","124.128","29.346","5495.248","5117.385"
"7","22","10","14","270","27","1","273.763","34.295","11831.535","11300.913"
"7","22","11","112","456","27","1","579.197","44.007","23837.67","22939.76"
"7","22","12","614","286","26","2","924.641","49.841","36908.508","35494.895"
"7","22","13","419","358","26","2","774.101","47.146","31334.34","30155.42"
"7","22","14","352","353","25","1","653.628","46.201","26551.945","25556.879"
"7","22","15","346","266","25","1","498.947","41.317","20653.66","19863.082"
"7","22","16","360","180","24","1","345.856","35.17","14398.138","13797.562"
"7","22","17","0","43","23","1","40.786","23.956","1852.325","1549.441"
"7","22","18","0","20","22","1","18.945","20.625","873.818","589.475"
"7","22","19","0","0","22","1","0","22","0","0"
"7","22","20","0","0","22","1","0","22","0","0"
"7","22","21","0","0","21","0","0","21","0","0"
"7","22","22","0","0","21","0","0","21","0","0"
"7","22","23","0","0","21","0","0","21","0","0"
"7","23","0","0","0","21","0","0","21","0","0"
"7","23","1","0","0","21","0","0","21","0","0"
"7","23","2","0","0","21","0","0","21","0","0"
"7","23","3","0","0","21","1","0","21","0","0"
"7","23","4","0","0","21","1","0","21","0","0"
"7","23","5","0","2","21","1","1.89","18.808","87.899","0"
"7","23","6","0","28","21","1","26.535","19.629","1229.504","938.499"
"7","23","7","0","108","22","1","102.633","23.296","4675.524","4315.352"
"7","23","8","5","188","23","1","182.915","27.288","8175.031","7736.025"
"7","23","9","0","43","23","1","40.914","23.123","1865.372","1562.236"
"7","23","10","0","69","23","2","65.769","23.181","2997.761","2672.313"
"7","23","11","235","455","23","2","701.02","39.913","29460.904","28355.934"
"7","23","12","281","444","23","2","745.374","42.9","30851.936","29692.295"
"7","23","13","93","417","23","2","504.773","36.988","21525.303","20706.055"
"7","23","14","149","373","23","2","499.728","36.124","21383.916","20569.355"
"7","23","15","10","208","23","1","205.959","29.922","9087.659","8626.672"
"7","23","16","82","203","23","1","233.472","29.382","10220.191","9731.107"
"7","23","17","273","109","23","1","170.264","27.53","6871.878","6463.241"
"7","23","18","79","47","22","2","41.852","21.942","1866.782","1563.618"
"7","23","19","0","0","22","2","0","22","0","0"
"7","23","20","0","0","22","2","0","22","0","0"
"7","23","21","0","0","23","3","0","23","0","0"
"7","23","22","0","0","22","3","0","22","0","0"
"7","23","23","0","0","22","3","0","22","0","0"
"7","24","0","0","0","22","3","0","22","0","0"
"7","24","1","0","0","22","3","0","22","0","0"
"7","24","2","0","0","22","3","0","22","0","0"
"7","24","3","0","0","22","3","0","22","0","0"
"7","24","4","0","0","22","3","0","22","0","0"
"7","24","5","0","2","22","3","1.89","20.491","87.222","0"
"7","24","6","0","10","22","3","9.467","20.679","436.527","160.251"
"7","24","7","0","76","22","3","72.225","22.217","3306.839","2975.143"
"7","24","8","73","285","22","3","325.191","28.416","14420.955","13819.736"
"7","24","9","3","166","22","4","161.319","24.822","7296.282","6877.886"
"7","24","10","9","214","22","3","214.296","26.012","9638.569","9164.028"
"7","24","11","1","140","22","2","135.201","24.622","6121.123","5729.435"
"7","24","12","9","193","23","2","194.709","26.975","8717.959","8265.947"
"7","24","13","8","201","23","2","200.82","27.334","8976.091","8517.822"
"7","24","14","193","370","22","2","533.197","35.058","22932.127","22065.473"
"7","24","15","63","276","22","2","311.787","30.355","13704.013","13122.814"
"7","24","16","292","190","22","2","323.554","29.955","13875.92","13289.954"
"7","24","17","207","114","21","2","158.519","24.599","6614.262","6211.485"
"7","24","18","172","47","21","2","41.621","20.868","1812.812","1510.689"
"7","24","19","0","0","20","2","0","20","0","0"
"7","24","20","0","0","20","2","0","20","0","0"
"7","24","21","0","0","19","2","0","19","0","0"
"7","24","22","0","0","19","2","0","19","0","0"
"7","24","23","0","0","18","2","0","18","0","0"
"7","25","0","0","0","18","2","0","18","0","0"
"7","25","1","0","0","18","2","0","18","0","0"
"7","25","2","0","0","17","2","0","17","0","0"
"7","25","3","0","0","17","2","0","17","0","0"
"7","25","4","0","0","17","2","0","17","0","0"
"7","25","5","201","42","18","1","32.755","16.713","1537.975","1241.12"
"7","25","6","605","72","20","1","209.172","24.721","7792.13","7362.172"
"7","25","7","764","84","22","0","435.005","38.301","17365.064","16677.82"
"7","25","8","471","226","23","0","540.332","44.292","21967.703","21133.697"
"7","25","9","516","271","24","0","707.185","51.093","27971.75","26923.789"
"7","25","10","496","333","25","0","818.042","56.232","31532.43","30345.547"
"7","25","11","239","452","26","0","702.311","54.323","27365.475","26340.275"
"7","25","12","256","433","26","0","709.504","53.924","27705.936","26667.986"
"7","25","13","458","341","27","1","794.175","51.743","31371.002","30190.611"
"7","25","14","804","135","26","1","812.619","51.617","32031.238","30824.178"
"7","25","15","491","215","26","1","549.312","44.379","22329.74","21483.555"
"7","25","16","646","103","25","1","407.838","38.219","16420.869","15761.882"
"7","25","17","428","88","24","1","188.432","29.952","7180.33","6764.612"
"7","25","18","0","13","22","1","12.303","21.181","566.001","287.35"
"7","25","19","0","0","21","1","0","21","0","0"
"7","25","20","0","0","20","1","0","20","0","0"
"7","25","21","0","0","20","2","0","20","0","0"
"7","25","22","0","0","19","2","0","19","0","0"
"7","25","23","0","0","19","2","0","19","0","0"
"7","26","0","0","0","19","2","0","19","0","0"
"7","26","1","0","0","19","2","0","19","0","0"
"7","26","2","0","0","19","2","0","19","0","0"
"7","26","3","0","0","18","2","0","18","0","0"
"7","26","4","0","0","18","2","0","18","0","0"
"7","26","5","149","50","20","1","40.612","19.046","1886.794","1583.244"
"7","26","6","380","114","22","1","194.538","26.33","7692.119","7264.506"
"7","26","7","594","132","24","1","403.773","35.545","16500.93","15839.572"
"7","26","8","678","157","25","1","609.769","43.466","24821.045","23888.537"
"7","26","9","725","177","26","1","785.945","50.186","31217.334","30043.105"
"7","26","10","743","196","26","1","911.743","54.264","35520.813","34167.676"
"7","26","11","362","412","26","1","792.623","51.515","31357.084","30177.252"
"7","26","12","396","380","26","1","802.449","51.334","31776.771","30580.027"
"7","26","13","407","361","26","1","766.526","50.389","30499.814","29354.143"
"7","26","14","660","212","26","2","774.624","46.712","31351.342","30171.74"
"7","26","15","604","188","25","2","599.595","41.427","24711.676","23783.049"
"7","26","16","509","157","24","2","394.837","34.714","16332.897","15676.511"
"7","26","17","251","108","23","3","163.237","26.402","6649.002","6245.438"
"7","26","18","102","46","22","3","39.286","21.82","1751.708","1450.762"
"7","26","19","0","0","21","3","0","21","0","0"
"7","26","20","0","0","21","3","0","21","0","0"
"7","26","21","0","0","21","3","0","21","0","0"
"7","26","22","0","0","21","3","0","21","0","0"
"7","26","23","0","0","21","3","0","21","0","0"
"7","27","0","0","0","21","3","0","21","0","0"
"7","27","1","0","0","21","3","0","21","0","0"
"7","27","2","0","0","21","3","0","21","0","0"
"7","27","3","0","0","20","2","0","20","0","0"
"7","27","4","0","0","20","2","0","20","0","0"
"7","27","5","0","21","20","2","19.896","18.695","925.813","640.501"
"7","27","6","0","52","21","2","49.349","20.602","2276.39","1965.26"
"7","27","7","23","178","21","2","179.475","24.245","8105.384","7668.032"
"7","27","8","0","113","22","2","107.631","23.761","4892.588","4527.777"
"7","27","9","112","368","23","2","461.9","33.92","19983.355","19214.461"
"7","27","10","0","97","23","2","92.578","25.32","4177.666","3828.004"
"7","27","11","0","64","23","2","61.038","23.228","2781.528","2460.41"
"7","27","12","7","183","23","2","182.987","26.417","8214.842","7774.89"
"7","27","13","11","237","23","1","238.925","29.44","10572.325","10074.32"
"7","27","14","0","47","22","1","44.718","22.507","2044.653","1738.044"
"7","27","15","0","53","22","1","50.372","21.679","2312.04","2000.211"
"7","27","16","0","45","22","1","42.711","21.455","1962.429","1657.416"
"7","27","17","0","48","21","1","45.543","20.473","2102.055","1794.33"
"7","27","18","0","8","21","2","7.566","19.545","350.685","75.977"
"7","27","19","0","0","20","2","0","20","0","0"
"7","27","20","0","0","20","2","0","20","0","0"
"7","27","21","0","0","20","1","0","20","0","0"
"7","27","22","0","0","20","1","0","20","0","0"
"7","27","23","0","0","19","1","0","19","0","0"
"7","28","0","0","0","19","1","0","19","0","0"
"7","28","1","0","0","19","1","0","19","0","0"
"7","28","2","0","0","18","1","0","18","0","0"
"7","28","3","0","0","18","1","0","18","0","0"
"7","28","4","0","0","18","1","0","18","0","0"
"7","28","5","204","44","19","1","33.899","17.787","1583.953","1286.221"
"7","28","6","37","113","20","1","114.057","21.649","5131.57","4761.615"
"7","28","7","160","206","23","0","271.437","32.666","11593.487","11069.117"
"7","28","8","731","132","25","0","618.633","47.716","24606.863","23681.951"
"7","28","9","440","299","25","0","673.013","51.426","26578.832","25582.777"
"7","28","10","517","327","26","0","832.014","57.393","31865.467","30665.131"
"7","28","11","472","371","26","0","868.282","59.238","32925.703","31682.021"
"7","28","12","770","193","26","0","980.538","62.598","36482.676","35087.766"
"7","28","13","698","222","27","0","900.804","61.794","33656.613","32382.584"
"7","28","14","658","210","27","0","770.726","57.687","29400.762","28298.123"
"7","28","15","588","191","26","0","591.409","50.733","23220.268","22343.73"
"7","28","16","499","156","25","1","388.47","37.833","15819.863","15178.534"
"7","28","17","332","113","24","1","186.708","29.806","7359.542","6939.681"
"7","28","18","112","40","22","1","34.191","21.892","1567.795","1270.371"
"7","28","19","0","0","21","2","0","21","0","0"
"7","28","20","0","0","21","2","0","21","0","0"
"7","28","21","0","0","20","2","0","20","0","0"
"7","28","22","0","0","20","2","0","20","0","0"
"7","28","23","0","0","20","2","0","20","0","0"
"7","29","0","0","0","20","2","0","20","0","0"
"7","29","1","0","0","19","2","0","19","0","0"
"7","29","2","0","0","19","2","0","19","0","0"
"7","29","3","0","0","19","2","0","19","0","0"
"7","29","4","0","0","19","2","0","19","0","0"
"7","29","5","146","44","20","1","35.831","18.888","1665.866","1366.566"
"7","29","6","381","106","22","1","186.288","26.043","7324.167","6905.125"
"7","29","7","559","138","24","1","392.604","35.172","16092.511","15443.203"
"7","29","8","670","155","25","1","601.782","43.191","24526.402","23604.332"
"7","29","9","739","164","26","1","783.693","50.093","31139.893","29968.764"
"7","29","10","791","162","27","1","917.916","55.358","35546.723","34192.473"
"7","29","11","801","170","27","1","986.471","57.661","37737.715","36287.309"
"7","29","12","780","185","27","1","982.397","57.797","37553.676","36111.477"
"7","29","13","503","327","27","1","822.723","53.534","32184.936","30971.621"
"7","29","14","426","302","27","1","669.736","48.753","26834.084","25828.621"
"7","29","15","414","241","27","1","523.449","44.032","21338.939","20525.865"
"7","29","16","362","191","26","1","356.028","37.562","14645.826","14038.253"
"7","29","17","333","96","25","1","171.369","30.186","6665.313","6261.379"
"7","29","18","127","41","23","1","34.77","22.864","1587.155","1289.362"
"7","29","19","0","0","22","1","0","22","0","0"
"7","29","20","0","0","22","1","0","22","0","0"
"7","29","21","0","0","22","1","0","22","0","0"
