"PVWatts: Hourly PV Performance Data"
"Requested Location:","140 Gulf St Milford CT"
"Location:","Lat, Lon: 41.21, -73.06"
"Lat (deg N):","41.21"
"Long (deg W):","73.06"
"Elev (m):","24.272727966309"
"DC System Size (kW):","52.6"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","182"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.159"
"Capacity Factor (%)","14.8"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","4","2","0","0","-5","5","0","-5","0","0"
"1","4","3","0","0","-5","4","0","-5","0","0"
"1","4","4","0","0","-6","4","0","-6","0","0"
"1","4","5","0","0","-6","4","0","-6","0","0"
"1","4","6","0","0","-6","4","0","-6","0","0"
"1","4","7","0","6","-5","4","5.674","-6.614","294.534","20.848"
"1","4","8","138","65","-4","4","133.97","-2.708","6546.085","6144.851"
"1","4","9","465","91","-3","4","370.64","3.886","17899.209","17195.703"
"1","4","10","381","142","-2","4","428.751","6.703","20817.848","20021.91"
"1","4","11","364","167","-1","4","458.704","8.495","22194.26","21352.645"
"1","4","12","486","143","-1","4","529.241","10.125","25399.551","24446.369"
"1","4","13","498","119","-1","4","480.293","9.194","23029.277","22159.297"
"1","4","14","421","93","-1","4","351.078","6.214","16810.842","16140.262"
"1","4","15","153","63","-1","4","139.674","1.2","6697.063","6292.407"
"1","4","16","0","0","-2","4","0","-2","0","0"
"1","4","17","0","0","-3","4","0","-3","0","0"
"1","4","18","0","0","-4","4","0","-4","0","0"
"1","4","19","0","0","-4","4","0","-4","0","0"
"1","4","20","0","0","-5","4","0","-5","0","0"
"1","4","21","0","0","-5","4","0","-5","0","0"
"1","4","22","0","0","-6","4","0","-6","0","0"
"1","4","23","0","0","-6","3","0","-6","0","0"
"1","5","0","0","0","-6","3","0","-6","0","0"
"1","5","1","0","0","-7","3","0","-7","0","0"
"1","5","2","0","0","-7","3","0","-7","0","0"
"1","5","3","0","0","-7","3","0","-7","0","0"
"1","5","4","0","0","-7","3","0","-7","0","0"
"1","5","5","0","0","-7","3","0","-7","0","0"
"1","5","6","0","0","-7","3","0","-7","0","0"
"1","5","7","0","6","-6","3","5.674","-7.872","296.049","22.336"
"1","5","8","145","65","-5","3","136.534","-3.498","6683.576","6279.227"
"1","5","9","491","87","-3","3","383.126","5.07","18397.525","17678.664"
"1","5","10","403","139","-2","3","439.948","8.149","21221.631","20412.432"
"1","5","11","555","129","-1","3","562.222","12.267","26714.594","25713.541"
"1","5","12","173","190","-1","3","340.221","7.177","16595.82","15931.645"
"1","5","13","121","165","-1","3","267.853","4.76","13186.023","12619.064"
"1","5","14","245","116","-1","3","274.608","4.722","13328.741","12757.878"
"1","5","15","176","63","-1","3","148.735","1.592","7095.153","6681.397"
"1","5","16","0","0","-2","4","0","-2","0","0"
"1","5","17","0","0","-3","4","0","-3","0","0"
"1","5","18","0","0","-3","4","0","-3","0","0"
"1","5","19","0","0","-4","4","0","-4","0","0"
"1","5","20","0","0","-4","4","0","-4","0","0"
"1","5","21","0","0","-4","3","0","-4","0","0"
"1","5","22","0","0","-5","3","0","-5","0","0"
"1","5","23","0","0","-5","3","0","-5","0","0"
"1","6","0","0","0","-5","3","0","-5","0","0"
"1","6","1","0","0","-5","3","0","-5","0","0"
"1","6","2","0","0","-5","3","0","-5","0","0"
"1","6","3","0","0","-5","3","0","-5","0","0"
"1","6","4","0","0","-5","3","0","-5","0","0"
"1","6","5","0","0","-5","3","0","-5","0","0"
"1","6","6","0","0","-5","3","0","-5","0","0"
"1","6","7","0","8","-4","3","7.57","-5.811","391.64","116.184"
"1","6","8","191","64","-3","4","152.81","-1.278","7349.668","6930.036"
"1","6","9","555","78","-2","3","408.231","6.724","19429.709","18678.484"
"1","6","10","531","116","-1","3","497.614","10.609","23703.871","22810.615"
"1","6","11","591","121","-1","3","583.917","12.949","27657.834","26621.691"
"1","6","12","448","152","0","4","513.782","11.053","24570.43","23646.805"
"1","6","13","584","104","0","4","525.862","11.168","24982.293","24044.047"
"1","6","14","573","73","0","4","416.8","8.776","19671.727","18912.805"
"1","6","15","192","63","0","4","155.17","2.696","7353.365","6933.646"
"1","6","16","0","0","-1","4","0","-1","0","0"
"1","6","17","0","0","-2","4","0","-2","0","0"
"1","6","18","0","0","-3","4","0","-3","0","0"
"1","6","19","0","0","-3","4","0","-3","0","0"
"1","6","20","0","0","-3","4","0","-3","0","0"
"1","6","21","0","0","-3","4","0","-3","0","0"
"1","6","22","0","0","-3","4","0","-3","0","0"
"1","6","23","0","0","-3","4","0","-3","0","0"
"1","7","0","0","0","-3","4","0","-3","0","0"
"1","7","1","0","0","-3","4","0","-3","0","0"
"1","7","2","0","0","-3","4","0","-3","0","0"
"1","7","3","0","0","-3","4","0","-3","0","0"
"1","7","4","0","0","-3","3","0","-3","0","0"
"1","7","5","0","0","-3","3","0","-3","0","0"
"1","7","6","0","0","-3","3","0","-3","0","0"
"1","7","7","0","8","-2","3","7.57","-3.797","388.399","113.002"
"1","7","8","113","66","0","3","119.764","1.088","5781.001","5396.861"
"1","7","9","775","66","0","3","511.5","11.136","23796.041","22899.58"
"1","7","10","500","122","0","3","484.6","11.553","22999.27","22130.316"
"1","7","11","456","152","1","3","519.144","13.295","24580.102","23656.135"
"1","7","12","883","83","2","3","748.954","19.867","34344.059","33041.145"
"1","7","13","593","103","2","3","531.933","15.29","24813.922","23881.668"
"1","7","14","766","67","1","3","514.544","13.312","23752.383","22857.441"
"1","7","15","588","47","0","3","300.961","7.06","13572.618","12995.051"
"1","7","16","0","0","0","3","0","0","0","0"
"1","7","17","0","0","-1","3","0","-1","0","0"
"1","7","18","0","0","-1","3","0","-1","0","0"
"1","7","19","0","0","-2","2","0","-2","0","0"
"1","7","20","0","0","-2","2","0","-2","0","0"
"1","7","21","0","0","-3","2","0","-3","0","0"
"1","7","22","0","0","-3","2","0","-3","0","0"
"1","7","23","0","0","-3","2","0","-3","0","0"
"1","8","0","0","0","-3","1","0","-3","0","0"
"1","8","1","0","0","-3","1","0","-3","0","0"
"1","8","2","0","0","-2","1","0","-2","0","0"
"1","8","3","0","0","-2","1","0","-2","0","0"
"1","8","4","0","0","-2","1","0","-2","0","0"
"1","8","5","0","0","-2","1","0","-2","0","0"
"1","8","6","0","0","-2","1","0","-2","0","0"
"1","8","7","0","5","-2","1","4.727","-4.743","243.495","0"
"1","8","8","0","24","-2","1","22.737","-4.085","1168.035","878.188"
"1","8","9","452","94","-1","1","367.282","8.854","17372.365","16684.902"
"1","8","10","12","145","-1","2","153.798","2.566","7676.518","7249.271"
"1","8","11","14","163","0","2","174.133","3.322","8666.121","8215.36"
"1","8","12","351","172","0","2","457.727","11.318","21885.959","21054.691"
"1","8","13","135","169","0","2","282.225","7.504","13728.579","13146.701"
"1","8","14","212","120","-1","3","262.395","4.459","12781.923","12225.94"
"1","8","15","132","70","-1","3","135.324","1.219","6531.062","6130.168"
"1","8","16","0","0","-1","4","0","-1","0","0"
"1","8","17","0","0","-2","4","0","-2","0","0"
"1","8","18","0","0","-3","5","0","-3","0","0"
"1","8","19","0","0","-4","5","0","-4","0","0"
"1","8","20","0","0","-4","5","0","-4","0","0"
"1","8","21","0","0","-5","4","0","-5","0","0"
"1","8","22","0","0","-5","4","0","-5","0","0"
"1","8","23","0","0","-6","4","0","-6","0","0"
"1","9","0","0","0","-6","4","0","-6","0","0"
"1","9","1","0","0","-6","4","0","-6","0","0"
"1","9","2","0","0","-7","4","0","-7","0","0"
"1","9","3","0","0","-7","4","0","-7","0","0"
"1","9","4","0","0","-7","4","0","-7","0","0"
"1","9","5","0","0","-7","4","0","-7","0","0"
"1","9","6","0","0","-7","4","0","-7","0","0"
"1","9","7","225","11","-7","4","69.615","-7.175","2904.854","2581.27"
"1","9","8","365","55","-6","4","214.757","-2.749","10184.176","9695.999"
"1","9","9","826","63","-5","4","536.663","5.767","25548.021","24589.498"
"1","9","10","902","74","-4","4","696.765","11.014","33048.531","31799.773"
"1","9","11","838","64","-3","4","688.951","12.182","32699.561","31465.189"
"1","9","12","616","116","-2","4","600.606","11.21","28676.518","27601.77"
"1","9","13","627","97","-2","4","550.406","9.907","26298.896","25313.107"
"1","9","14","593","73","-2","4","431.998","7.17","20554.506","19767.154"
"1","9","15","265","60","-3","4","188.014","0.461","8941.358","8483.936"
"1","9","16","0","9","-4","4","8.518","-5.125","439.474","163.143"
"1","9","17","0","0","-5","4","0","-5","0","0"
"1","9","18","0","0","-6","4","0","-6","0","0"
"1","9","19","0","0","-7","4","0","-7","0","0"
"1","9","20","0","0","-7","4","0","-7","0","0"
"1","9","21","0","0","-8","4","0","-8","0","0"
"1","9","22","0","0","-9","4","0","-9","0","0"
"1","9","23","0","0","-9","4","0","-9","0","0"
"1","10","0","0","0","-9","4","0","-9","0","0"
"1","10","1","0","0","-10","4","0","-10","0","0"
"1","10","2","0","0","-10","3","0","-10","0","0"
"1","10","3","0","0","-10","3","0","-10","0","0"
"1","10","4","0","0","-11","3","0","-11","0","0"
"1","10","5","0","0","-11","3","0","-11","0","0"
"1","10","6","0","0","-11","3","0","-11","0","0"
"1","10","7","0","9","-10","3","8.518","-11.788","451.52","174.969"
"1","10","8","195","65","-9","3","155.142","-7.004","7638.246","7211.895"
"1","10","9","603","72","-7","3","428.392","2.313","20761.477","19967.383"
"1","10","10","759","68","-5","3","595.962","9.166","28507.701","27439.402"
"1","10","11","580","126","-4","3","584.652","10.322","28029.848","26979.691"
"1","10","12","619","115","-3","3","602.828","11.701","28723.188","27646.654"
"1","10","13","585","107","-3","3","534.928","10.102","25555.244","24596.461"
"1","10","14","551","80","-3","3","417.912","7.051","19924.639","19157.629"
"1","10","15","294","59","-4","3","199.018","0.289","9449.579","8979.712"
"1","10","16","0","11","-5","3","10.416","-6.148","539.673","261.506"
"1","10","17","0","0","-6","3","0","-6","0","0"
"1","10","18","0","0","-6","3","0","-6","0","0"
"1","10","19","0","0","-7","3","0","-7","0","0"
"1","10","20","0","0","-7","3","0","-7","0","0"
"1","10","21","0","0","-7","3","0","-7","0","0"
"1","10","22","0","0","-7","3","0","-7","0","0"
"1","10","23","0","0","-7","3","0","-7","0","0"
"1","11","0","0","0","-7","3","0","-7","0","0"
"1","11","1","0","0","-7","3","0","-7","0","0"
"1","11","2","0","0","-7","3","0","-7","0","0"
"1","11","3","0","0","-7","3","0","-7","0","0"
"1","11","4","0","0","-7","3","0","-7","0","0"
"1","11","5","0","0","-7","2","0","-7","0","0"
"1","11","6","0","0","-7","2","0","-7","0","0"
"1","11","7","0","9","-6","2","8.518","-8.055","444.76","168.333"
"1","11","8","125","67","-4","2","125.178","-2.647","6123.222","5731.487"
"1","11","9","492","89","-2","2","386.889","7.22","18417.752","17698.264"
"1","11","10","640","95","-1","2","552.512","13.688","25944.408","24971.541"
"1","11","11","577","128","0","2","585.562","16.123","27361.355","26336.311"
"1","11","12","563","132","0","2","577.945","16.034","27023.65","26011.17"
"1","11","13","302","159","0","2","392.231","10.977","18736.172","18006.775"
"1","11","14","400","103","0","2","357.522","9.35","16951.826","16277.026"
"1","11","15","276","62","-1","2","195.989","3.724","9202.854","8739.051"
"1","11","16","0","11","-2","2","10.416","-3.227","533.188","255.14"
"1","11","17","0","0","-3","3","0","-3","0","0"
"1","11","18","0","0","-3","3","0","-3","0","0"
"1","11","19","0","0","-3","3","0","-3","0","0"
"1","11","20","0","0","-3","3","0","-3","0","0"
"1","11","21","0","0","-2","3","0","-2","0","0"
"1","11","22","0","0","-2","2","0","-2","0","0"
"1","11","23","0","0","-3","2","0","-3","0","0"
"1","12","0","0","0","-3","2","0","-3","0","0"
"1","12","1","0","0","-3","2","0","-3","0","0"
"1","12","2","0","0","-3","2","0","-3","0","0"
"1","12","3","0","0","-4","2","0","-4","0","0"
"1","12","4","0","0","-4","2","0","-4","0","0"
"1","12","5","0","0","-4","2","0","-4","0","0"
"1","12","6","0","0","-4","2","0","-4","0","0"
"1","12","7","0","9","-3","2","8.518","-5.031","439.284","162.958"
"1","12","8","194","66","-2","2","155.831","0.239","7449.837","7027.879"
"1","12","9","562","80","-1","3","415.775","7.904","19700.775","18940.926"
"1","12","10","564","113","0","3","522.905","12.223","24740.318","23810.678"
"1","12","11","276","188","0","3","422.969","10.081","20355.727","19574.824"
"1","12","12","623","116","0","3","609.354","14.335","28703.639","27627.854"
"1","12","13","806","97","0","4","675.58","14.681","31603.035","30413.307"
"1","12","14","757","76","0","4","532.597","11.669","24848.883","23915.387"
"1","12","15","628","49","0","4","327.11","6.795","14846.207","14232.941"
"1","12","16","0","19","-1","4","18.426","-1.58","936.772","651.256"
"1","12","17","0","0","-2","5","0","-2","0","0"
"1","12","18","0","0","-3","5","0","-3","0","0"
"1","12","19","0","0","-4","5","0","-4","0","0"
"1","12","20","0","0","-5","4","0","-5","0","0"
"1","12","21","0","0","-6","4","0","-6","0","0"
"1","12","22","0","0","-6","4","0","-6","0","0"
"1","12","23","0","0","-7","4","0","-7","0","0"
"1","13","0","0","0","-7","4","0","-7","0","0"
"1","13","1","0","0","-7","4","0","-7","0","0"
"1","13","2","0","0","-7","4","0","-7","0","0"
"1","13","3","0","0","-6","4","0","-6","0","0"
"1","13","4","0","0","-6","3","0","-6","0","0"
"1","13","5","0","0","-6","3","0","-6","0","0"
"1","13","6","0","0","-7","3","0","-7","0","0"
"1","13","7","0","9","-6","3","8.518","-7.743","444.186","167.769"
"1","13","8","65","69","-4","3","104.372","-3.31","5204.545","4833.011"
"1","13","9","230","123","-3","3","272.385","2.216","13377.978","12805.764"
"1","13","10","131","175","-1","3","284.962","4.993","14015.63","13425.774"
"1","13","11","152","200","0","3","337.063","7.309","16444.623","15784.932"
"1","13","12","141","205","0","2","336.026","8.553","16310.931","15655.192"
"1","13","13","45","166","0","2","208.644","4.99","10292.715","9801.801"
"1","13","14","486","93","0","2","396.426","9.755","18733.758","18004.436"
"1","13","15","138","71","0","2","144.938","3.419","6949.239","6538.832"
"1","13","16","0","11","-1","2","10.415","-2.423","531.363","253.349"
"1","13","17","0","0","-2","2","0","-2","0","0"
"1","13","18","0","0","-2","2","0","-2","0","0"
"1","13","19","0","0","-2","2","0","-2","0","0"
"1","13","20","0","0","-2","2","0","-2","0","0"
"1","13","21","0","0","-3","2","0","-3","0","0"
"1","13","22","0","0","-3","2","0","-3","0","0"
"1","13","23","0","0","-3","2","0","-3","0","0"
"1","14","0","0","0","-3","2","0","-3","0","0"
"1","14","1","0","0","-3","2","0","-3","0","0"
"1","14","2","0","0","-3","2","0","-3","0","0"
"1","14","3","0","0","-4","2","0","-4","0","0"
"1","14","4","0","0","-4","2","0","-4","0","0"
"1","14","5","0","0","-4","2","0","-4","0","0"
"1","14","6","0","0","-4","2","0","-4","0","0"
"1","14","7","0","11","-3","1","10.416","-5.493","538.2","260.06"
"1","14","8","114","69","-1","1","123.133","0.502","5964.268","5576.07"
"1","14","9","671","94","0","0","491.693","18.386","22235.02","21392.029"
"1","14","10","779","104","1","0","657.866","27.812","28945.646","27860.578"
"1","14","11","590","127","2","0","596.965","27.884","26421.258","25430.99"
"1","14","12","619","119","2","1","612.454","22.405","27816.736","26774.619"
"1","14","13","772","106","2","1","666.642","24.1","29891.568","28769.818"
"1","14","14","688","90","1","1","512.85","18.768","23231.541","22354.615"
"1","14","15","518","63","0","1","299.678","10.318","13520.465","12944.334"
"1","14","16","128","16","0","1","56.953","0.983","2483.395","2168.194"
"1","14","17","0","0","0","1","0","0","0","0"
"1","14","18","0","0","0","2","0","0","0","0"
"1","14","19","0","0","0","2","0","0","0","0"
"1","14","20","0","0","-1","2","0","-1","0","0"
"1","14","21","0","0","-1","3","0","-1","0","0"
"1","14","22","0","0","0","3","0","0","0","0"
"1","14","23","0","0","0","3","0","0","0","0"
"1","15","0","0","0","0","3","0","0","0","0"
"1","15","1","0","0","0","3","0","0","0","0"
"1","15","2","0","0","0","3","0","0","0","0"
"1","15","3","0","0","0","3","0","0","0","0"
"1","15","4","0","0","0","3","0","0","0","0"
"1","15","5","0","0","0","3","0","0","0","0"
"1","15","6","0","0","0","3","0","0","0","0"
"1","15","7","0","7","0","3","6.621","-1.637","336.695","62.242"
"1","15","8","20","67","0","3","79.154","0.057","3954.315","3609.312"
"1","15","9","0","107","2","3","106.635","2.972","5318.182","4944.181"
"1","15","10","0","36","3","3","34.143","2.231","1708.185","1408.074"
"1","15","11","56","193","4","2","248.225","8.951","12044.805","11508.547"
"1","15","12","682","103","4","2","641.852","20.442","29410.752","28307.725"
"1","15","13","617","105","5","1","561.625","23.917","25224.914","24278"
"1","15","14","526","90","4","1","421.876","18.299","19194.395","18450.613"
"1","15","15","381","59","3","2","238.421","9.113","10878.539","10372.705"
"1","15","16","0","21","2","2","20.586","1.259","1034.151","746.816"
"1","15","17","0","0","2","2","0","2","0","0"
"1","15","18","0","0","1","3","0","1","0","0"
"1","15","19","0","0","0","3","0","0","0","0"
"1","15","20","0","0","0","2","0","0","0","0"
"1","15","21","0","0","0","2","0","0","0","0"
"1","15","22","0","0","0","2","0","0","0","0"
"1","15","23","0","0","0","2","0","0","0","0"
"1","16","0","0","0","0","2","0","0","0","0"
"1","16","1","0","0","0","2","0","0","0","0"
"1","16","2","0","0","0","2","0","0","0","0"
"1","16","3","0","0","0","2","0","0","0","0"
"1","16","4","0","0","0","2","0","0","0","0"
"1","16","5","0","0","0","3","0","0","0","0"
"1","16","6","0","0","0","3","0","0","0","0"
"1","16","7","0","18","0","2","17.225","-1.708","876.207","591.819"
"1","16","8","604","49","1","2","303.095","7.44","13592.475","13014.358"
"1","16","9","774","64","2","2","513.75","15.254","23497.838","22611.727"
"1","16","10","389","150","3","2","447.17","15.166","20939.479","20139.559"
"1","16","11","411","170","4","2","512.805","17.675","23837.182","22939.289"
"1","16","12","396","174","5","2","508.84","18.766","23544.664","22656.93"
"1","16","13","425","146","5","2","474.428","17.831","21964.33","21130.438"
"1","16","14","771","65","4","1","533.106","21.297","23839.242","22941.279"
"1","16","15","183","73","2","1","166.598","8.035","7794.561","7364.546"
"1","16","16","0","15","1","2","14.214","-0.212","718.528","437.065"
"1","16","17","0","0","1","2","0","1","0","0"
"1","16","18","0","0","0","2","0","0","0","0"
"1","16","19","0","0","0","2","0","0","0","0"
"1","16","20","0","0","0","1","0","0","0","0"
"1","16","21","0","0","0","1","0","0","0","0"
"1","16","22","0","0","0","1","0","0","0","0"
"1","16","23","0","0","0","1","0","0","0","0"
"1","17","0","0","0","0","1","0","0","0","0"
"1","17","1","0","0","0","1","0","0","0","0"
"1","17","2","0","0","0","1","0","0","0","0"
"1","17","3","0","0","0","1","0","0","0","0"
"1","17","4","0","0","0","1","0","0","0","0"
"1","17","5","0","0","0","2","0","0","0","0"
"1","17","6","0","0","0","2","0","0","0","0"
"1","17","7","0","6","0","2","5.674","-2.067","289.033","15.447"
"1","17","8","22","69","0","2","82.095","0.109","4097.92","3749.927"
"1","17","9","7","116","1","2","120.327","2.511","6005.375","5616.264"
"1","17","10","0","109","2","2","106.068","3.254","5283.581","4910.332"
"1","17","11","0","57","2","2","54.122","1.709","2713.718","2393.951"
"1","17","12","0","76","2","3","72.218","2.032","3616.158","3278.142"
"1","17","13","0","45","2","3","42.698","1.339","2144.3","1835.752"
"1","17","14","0","28","2","3","26.536","0.845","1335.418","1042.413"
"1","17","15","0","3","1","3","2.836","-0.812","143.739","0"
"1","17","16","0","0","1","4","0","1","0","0"
"1","17","17","0","0","1","4","0","1","0","0"
"1","17","18","0","0","1","5","0","1","0","0"
"1","17","19","0","0","1","5","0","1","0","0"
"1","17","20","0","0","1","5","0","1","0","0"
"1","17","21","0","0","1","5","0","1","0","0"
"1","17","22","0","0","2","5","0","2","0","0"
"1","17","23","0","0","2","5","0","2","0","0"
"1","18","0","0","0","2","6","0","2","0","0"
"1","18","1","0","0","1","6","0","1","0","0"
"1","18","2","0","0","1","6","0","1","0","0"
"1","18","3","0","0","1","6","0","1","0","0"
"1","18","4","0","0","1","6","0","1","0","0"
"1","18","5","0","0","1","6","0","1","0","0"
"1","18","6","0","0","1","6","0","1","0","0"
"1","18","7","132","14","1","6","52.173","0.602","2218.552","1908.554"
"1","18","8","543","50","1","6","281.295","4.726","12805.914","12249.283"
"1","18","9","460","100","1","5","381.718","7.514","18192.846","17480.313"
"1","18","10","317","165","2","5","407.532","9.192","19619.33","18862.076"
"1","18","11","166","208","3","4","357.314","10.195","17216.957","16534.188"
"1","18","12","430","171","4","3","532.497","16.211","24926.975","23990.699"
"1","18","13","419","151","4","3","478.1","15.368","22393.674","21545.328"
"1","18","14","765","61","4","2","529.307","18.224","24025.301","23120.842"
"1","18","15","603","49","2","2","326.732","10.96","14673.269","14064.918"
"1","18","16","272","17","0","1","96.88","2.522","4040.496","3693.7"
"1","18","17","0","0","0","1","0","0","0","0"
"1","18","18","0","0","0","1","0","0","0","0"
"1","18","19","0","0","0","1","0","0","0","0"
"1","18","20","0","0","0","0","0","0","0","0"
"1","18","21","0","0","1","0","0","1","0","0"
"1","18","22","0","0","1","0","0","1","0","0"
"1","18","23","0","0","1","0","0","1","0","0"
"1","19","0","0","0","1","0","0","1","0","0"
"1","19","1","0","0","1","1","0","1","0","0"
"1","19","2","0","0","1","1","0","1","0","0"
"1","19","3","0","0","1","1","0","1","0","0"
"1","19","4","0","0","1","2","0","1","0","0"
"1","19","5","0","0","1","2","0","1","0","0"
"1","19","6","0","0","1","2","0","1","0","0"
"1","19","7","0","5","2","2","4.727","0.252","238.466","0"
"1","19","8","0","19","3","2","17.99","1.289","903.659","618.76"
"1","19","9","0","32","3","2","30.333","1.694","1521.042","1224.51"
"1","19","10","0","52","4","2","49.356","3.3","2458.075","2143.373"
"1","19","11","6","163","4","1","167.05","7.269","8176.786","7737.739"
"1","19","12","0","69","4","1","65.549","4.485","3248.07","2917.567"
"1","19","13","0","25","4","1","23.701","2.417","1184.828","894.665"
"1","19","14","0","11","3","0","10.415","-0.744","527.66","249.713"
"1","19","15","0","5","2","0","4.728","-2.261","241.073","0"
"1","19","16","0","0","2","1","0","2","0","0"
"1","19","17","0","0","1","1","0","1","0","0"
"1","19","18","0","0","1","1","0","1","0","0"
"1","19","19","0","0","1","1","0","1","0","0"
"1","19","20","0","0","1","1","0","1","0","0"
"1","19","21","0","0","0","2","0","0","0","0"
"1","19","22","0","0","0","2","0","0","0","0"
"1","19","23","0","0","0","2","0","0","0","0"
"1","20","0","0","0","0","2","0","0","0","0"
"1","20","1","0","0","0","2","0","0","0","0"
"1","20","2","0","0","0","2","0","0","0","0"
"1","20","3","0","0","0","2","0","0","0","0"
"1","20","4","0","0","-1","2","0","-1","0","0"
"1","20","5","0","0","-1","2","0","-1","0","0"
"1","20","6","0","0","-1","2","0","-1","0","0"
"1","20","7","127","16","0","2","51.712","-0.791","2223.409","1913.316"
"1","20","8","232","70","0","2","175.275","2.963","8263.569","7822.457"
"1","20","9","696","82","1","3","497.402","11.926","23163.895","22289.295"
"1","20","10","488","137","2","3","501.663","13.884","23610.727","22720.703"
"1","20","11","824","95","3","3","737.607","20.518","33785.32","32505.91"
"1","20","12","351","190","3","3","486.535","15.142","22902.691","22037.043"
"1","20","13","100","187","3","3","271.173","9.215","13119.351","12554.211"
"1","20","14","228","144","2","3","305.134","8.462","14663.379","14055.309"
"1","20","15","577","59","1","3","330.165","8.184","15088.647","14468.456"
"1","20","16","240","21","0","3","95.727","1.417","4097.95","3749.955"
"1","20","17","0","0","0","3","0","0","0","0"
"1","20","18","0","0","0","3","0","0","0","0"
"1","20","19","0","0","0","3","0","0","0","0"
"1","20","20","0","0","0","3","0","0","0","0"
"1","20","21","0","0","-1","3","0","-1","0","0"
"1","20","22","0","0","-1","3","0","-1","0","0"
"1","20","23","0","0","-1","3","0","-1","0","0"
"1","21","0","0","0","-1","3","0","-1","0","0"
"1","21","1","0","0","-1","3","0","-1","0","0"
"1","21","2","0","0","-2","3","0","-2","0","0"
"1","21","3","0","0","-2","3","0","-2","0","0"
"1","21","4","0","0","-2","2","0","-2","0","0"
"1","21","5","0","0","-3","2","0","-3","0","0"
"1","21","6","0","0","-3","2","0","-3","0","0"
"1","21","7","0","14","-2","1","13.265","-3.84","680.734","399.969"
"1","21","8","156","74","0","1","150.474","2.475","7199.398","6783.241"
"1","21","9","835","57","1","1","544.833","17.172","24718.598","23789.727"
"1","21","10","903","64","2","0","696.564","30.335","30274.945","29138.146"
"1","21","11","509","156","3","0","573.825","28.317","25381.715","24429.176"
"1","21","12","519","155","3","0","584.1","27.821","25905.146","24933.705"
"1","21","13","900","67","3","0","716.559","32.168","30933.645","29770.75"
"1","21","14","544","94","3","0","445.888","24.252","19787.564","19024.941"
"1","21","15","116","83","2","0","145.206","10.362","6814.553","6407.223"
"1","21","16","16","21","1","0","25.304","0.305","1228.95","937.956"
"1","21","17","0","0","1","0","0","1","0","0"
"1","21","18","0","0","1","1","0","1","0","0"
"1","21","19","0","0","0","1","0","0","0","0"
"1","21","20","0","0","0","1","0","0","0","0"
"1","21","21","0","0","0","0","0","0","0","0"
"1","21","22","0","0","0","0","0","0","0","0"
"1","21","23","0","0","0","0","0","0","0","0"
"1","22","0","0","0","-1","1","0","-1","0","0"
"1","22","1","0","0","-1","1","0","-1","0","0"
"1","22","2","0","0","-1","2","0","-1","0","0"
"1","22","3","0","0","-1","2","0","-1","0","0"
"1","22","4","0","0","-1","3","0","-1","0","0"
"1","22","5","0","0","-1","3","0","-1","0","0"
"1","22","6","0","0","-2","3","0","-2","0","0"
"1","22","7","0","15","-1","3","14.215","-2.545","725.601","444.007"
"1","22","8","431","57","0","3","246.852","4.302","11364.91","10846.506"
"1","22","9","419","110","0","3","372.544","8.078","17755.707","17056.59"
"1","22","10","567","123","1","3","544.945","13.617","25667.273","24704.447"
"1","22","11","484","164","2","3","565.427","15.551","26542.885","25548.152"
"1","22","12","559","146","2","3","605.107","16.558","28273.801","27214.404"
"1","22","13","539","133","2","3","545.855","15.24","25572.555","24613.146"
"1","22","14","486","106","2","3","423.137","12.11","19877.775","19112.266"
"1","22","15","227","81","1","3","197.22","5.222","9347.094","8879.75"
"1","22","16","80","22","0","3","49.632","-0.134","2271.131","1960.104"
"1","22","17","0","0","0","3","0","0","0","0"
"1","22","18","0","0","0","3","0","0","0","0"
"1","22","19","0","0","0","3","0","0","0","0"
"1","22","20","0","0","-1","3","0","-1","0","0"
"1","22","21","0","0","-1","3","0","-1","0","0"
"1","22","22","0","0","-1","3","0","-1","0","0"
"1","22","23","0","0","-2","3","0","-2","0","0"
"1","23","0","0","0","-2","3","0","-2","0","0"
"1","23","1","0","0","-3","3","0","-3","0","0"
"1","23","2","0","0","-4","3","0","-4","0","0"
"1","23","3","0","0","-4","3","0","-4","0","0"
"1","23","4","0","0","-4","3","0","-4","0","0"
"1","23","5","0","0","-5","3","0","-5","0","0"
"1","23","6","0","0","-5","3","0","-5","0","0"
"1","23","7","0","15","-4","3","14.214","-5.493","734.474","452.716"
"1","23","8","219","73","-2","3","174.002","0.475","8319.508","7877.062"
"1","23","9","880","56","0","2","568.04","14.326","26108.977","25130.123"
"1","23","10","948","61","0","1","727.24","23.82","32610.75","31380.027"
"1","23","11","974","63","1","1","812.387","27.985","35928.211","34557.461"
"1","23","12","974","64","2","1","820.917","29.535","36055.652","34679.367"
"1","23","13","937","65","2","1","745.243","27.378","32936.227","31692.109"
"1","23","14","876","58","2","0","598.929","28.525","25954.998","24981.746"
